weight,relation,source,target
4,r_dns_a,Domain_873ece70ad35d0c5092fe6e180311eeab27151d46b5e65c6dc08159733f940e7,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
2,r_cname,Domain_873ece70ad35d0c5092fe6e180311eeab27151d46b5e65c6dc08159733f940e7,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
3,r_whois_name,Domain_f00ff1ef832b3bc9319b2026afe1c7cced36d8ecfaf8ef8594e6c953e04dafe2,Whois_Name_2980849521de9f8397063dc0a9ccda4e2d29c6ce926e1fa293fba125e409ed25
3,r_whois_email,Domain_f00ff1ef832b3bc9319b2026afe1c7cced36d8ecfaf8ef8594e6c953e04dafe2,Whois_Email_c816181a3dbdb584ac229204d2c70bda193513f80ff68f810e484dec1eb37227
4,r_dns_a,Domain_a9cd62b18647bfadac256895374c8c58d34e6c1033d37fae6cff77957d5230b8,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
2,r_cname,Domain_a9cd62b18647bfadac256895374c8c58d34e6c1033d37fae6cff77957d5230b8,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
4,r_dns_a,Domain_430523eb54f10cfc52fe921f09a8ff177e0e2e5676f0c679c7ef98f286bb2e27,IP_e574a6903582bc34a064ba4f006e1f59a61435d144960d6dd7985a095320eff9
4,r_cert,Domain_430523eb54f10cfc52fe921f09a8ff177e0e2e5676f0c679c7ef98f286bb2e27,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_cert,Domain_d80aff0dcf80ff62fb7dfdab78fd187173a7d8f55b30296bd704bb0f47efd116,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_subdomain,Domain_d80aff0dcf80ff62fb7dfdab78fd187173a7d8f55b30296bd704bb0f47efd116,Domain_7ef85a5c97f903749dc1d701df2fb90dd56d997f12f9ca8a4e891ce6d7f623a3
4,r_subdomain,Domain_d80aff0dcf80ff62fb7dfdab78fd187173a7d8f55b30296bd704bb0f47efd116,Domain_193d0e9fe2ecec1d5ee9ff72d31576139735ba6d856d40d6321d687f6a5164fe
4,r_subdomain,Domain_d80aff0dcf80ff62fb7dfdab78fd187173a7d8f55b30296bd704bb0f47efd116,Domain_0c1ef4f98dc027de0d238a0402de22bf73b740f0b14d264a53bc977af1f40b16
4,r_dns_a,Domain_a5a471ba88413b0b1e8bc75b4aa8aec1224219f19170cc31c5f85d9e9f87d0ff,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
2,r_cname,Domain_a5a471ba88413b0b1e8bc75b4aa8aec1224219f19170cc31c5f85d9e9f87d0ff,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
4,r_dns_a,Domain_dd186c58e46ee4fb039b7b982837fce3fe1db2090ff1954edb6824b91de0dea3,IP_399394f880802b91935222c24af6a1b36b47c499b25639d39c23bea6e2b1d175
3,r_whois_phone,Domain_dd186c58e46ee4fb039b7b982837fce3fe1db2090ff1954edb6824b91de0dea3,Whois_Phone_5db6e647ee1a1f1b2819508de28e88d6f870fef0cda67c8a9f8ff5aeb8786aab
4,r_dns_a,Domain_208703ef6af0e297b42233fd8714ea199d0638f898b54abdb4579e2cfdc1a154,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
2,r_cname,Domain_208703ef6af0e297b42233fd8714ea199d0638f898b54abdb4579e2cfdc1a154,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
4,r_dns_a,Domain_c2920721f0b590bbee9905e38b6da1b3df96dcaaac901a79475f34f0ea1e4675,IP_3fa35c026b1deb86be5a4968f285a32c1c3707e0deae161f9c988015503b98bd
3,r_whois_name,Domain_c2920721f0b590bbee9905e38b6da1b3df96dcaaac901a79475f34f0ea1e4675,Whois_Name_4084859b020fb36a6752c9ebd8e007ba6276559caa88f61a6ed70cb623a7e472
4,r_cert,Domain_cb3d79ff3508d88fcc254e0daeb37859b3840526dde3a533925d2b4cb1685eb5,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_dns_a,Domain_cb3d79ff3508d88fcc254e0daeb37859b3840526dde3a533925d2b4cb1685eb5,IP_6a7072f17c61d8bdc5946890375a3b4c7168a7b34cb2f5559f8b95d269e881b1
4,r_dns_a,Domain_0cf49f5853ddf5ff037a4561fa40dac683d6ba1cdb9c471ac124d56ad083c5b2,IP_bb14c8b6aa7f5bd590813bc7a0d11843d115f2adbfeb829faed1b100012a820a
3,r_whois_phone,Domain_0cf49f5853ddf5ff037a4561fa40dac683d6ba1cdb9c471ac124d56ad083c5b2,Whois_Phone_5db6e647ee1a1f1b2819508de28e88d6f870fef0cda67c8a9f8ff5aeb8786aab
4,r_cert,Domain_a9fe3f7659275cb5fdc0ca37f4e975a375803f9e44848166c2faa38afba23232,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_dns_a,Domain_a9fe3f7659275cb5fdc0ca37f4e975a375803f9e44848166c2faa38afba23232,IP_f20ee5251b1db59eaced2666e489877dc1a16dc6115787dd2908fe78c201751c
4,r_dns_a,Domain_7cec0e8d60662a2809d99de1a76386a2bc95802954df6dc612cba470922086c5,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
2,r_cname,Domain_7cec0e8d60662a2809d99de1a76386a2bc95802954df6dc612cba470922086c5,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
4,r_dns_a,Domain_c0b80333296b448ac7285722a6612a33b072b9dcf2ede9b097058070be260e2f,IP_5d2710aa35671ac943ec79bbf7af0e9d4db5f7c5ca3ddd1f616067d7f1f55ecb
3,r_whois_phone,Domain_c0b80333296b448ac7285722a6612a33b072b9dcf2ede9b097058070be260e2f,Whois_Phone_5db6e647ee1a1f1b2819508de28e88d6f870fef0cda67c8a9f8ff5aeb8786aab
4,r_dns_a,Domain_c64c6e3e12a5be8929037eb5d358b583834d1590897297814952b1c75521f21f,IP_9c7f3a5ef80a17c1b9c24e5c4c81f949ef3d893ae9db7ac553ab193ce5cc88a5
4,r_cert,Domain_c64c6e3e12a5be8929037eb5d358b583834d1590897297814952b1c75521f21f,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_dns_a,Domain_da507cdb8889dfa7e8f252bd059ad8d84fd049f07a6543231501154361049f7d,IP_0a633c967549946b9b07df0e67d5adeb66fbb179f6db2f1c46f404cf6571a195
4,r_cert,Domain_da507cdb8889dfa7e8f252bd059ad8d84fd049f07a6543231501154361049f7d,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_dns_a,Domain_20e1f312a145394e2c336ff21c3cbd919dfa01648a7fe4566e5872418a45a2a3,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
2,r_cname,Domain_20e1f312a145394e2c336ff21c3cbd919dfa01648a7fe4566e5872418a45a2a3,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
4,r_dns_a,Domain_79d6aa8b855333a6962546af8a8b8fb92b058a9da6f7823a6ff00aa640c0677b,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
2,r_cname,Domain_79d6aa8b855333a6962546af8a8b8fb92b058a9da6f7823a6ff00aa640c0677b,Domain_bef7711a775534636a7cdae48a0f9d7604c5dadcf31f32f6117d6db4b00555ac
4,r_dns_a,Domain_8e61be7581e2d0e9c208e32a9349d9573ba47242aecbb9a5bf65e7aaec0630df,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
2,r_cname,Domain_8e61be7581e2d0e9c208e32a9349d9573ba47242aecbb9a5bf65e7aaec0630df,Domain_bef7711a775534636a7cdae48a0f9d7604c5dadcf31f32f6117d6db4b00555ac
4,r_dns_a,Domain_7dcf98b397e9a989b45600ef97e88283e95a9e9d7e42b2f6d5cffc774f65bfe2,IP_653f36a9844f01be9a2fdc87b474c550ca69a92f20574340f719e5f796c06732
2,r_cname,Domain_7dcf98b397e9a989b45600ef97e88283e95a9e9d7e42b2f6d5cffc774f65bfe2,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
2,r_cname,Domain_004f5957dad49fd04a363c6354a779547016f9025dce62b8bf3be5a56785472f,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
4,r_dns_a,Domain_004f5957dad49fd04a363c6354a779547016f9025dce62b8bf3be5a56785472f,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
2,r_cname,Domain_bb8d7b903c2c2c62a85914c6378eea3e12b691786e3022189f6d77d000f23b7c,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
4,r_dns_a,Domain_bb8d7b903c2c2c62a85914c6378eea3e12b691786e3022189f6d77d000f23b7c,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
4,r_dns_a,Domain_0f926f29f350a3f0050a2194e6ad137f715002f1776d608fbe82f330f8cc4326,IP_9fd1d555ef3eeb20ea2f6bb898a7f32764814fb3973c9ea291df8d54d6465295
3,r_whois_phone,Domain_0f926f29f350a3f0050a2194e6ad137f715002f1776d608fbe82f330f8cc4326,Whois_Phone_5db6e647ee1a1f1b2819508de28e88d6f870fef0cda67c8a9f8ff5aeb8786aab
4,r_dns_a,IP_be95e94859183d3f7dba59258f6355d05dd037904d73dcae16e2b04a6854199e,Domain_35950cbd75e4f980c1b5931b6ca5981efbf5108633a6a2f42f1a7ace2dbe62b6
4,r_dns_a,IP_be95e94859183d3f7dba59258f6355d05dd037904d73dcae16e2b04a6854199e,Domain_21f8cd008df40a39324b7c957b22198d9cdb090cd28e72cf26e53b9128579d38
4,r_dns_a,IP_be95e94859183d3f7dba59258f6355d05dd037904d73dcae16e2b04a6854199e,Domain_82a6523ee908f34260a65a1d2595e2be6ce3e3bffffeb61267deadeca76c042c
4,r_dns_a,IP_be95e94859183d3f7dba59258f6355d05dd037904d73dcae16e2b04a6854199e,Domain_f4a36e58b4d27489c5c3bbd394f2829302ef0c4993506d442cd5a426d07d1a8a
4,r_dns_a,IP_be95e94859183d3f7dba59258f6355d05dd037904d73dcae16e2b04a6854199e,Domain_1d61fb5184d69115c9a524d020eac59c82705a62848a69e53b2ff925b6841d9e
4,r_dns_a,Domain_1040a6702e72f07529681b0b6a4fe4029b5b8851f3582aeddc33f1212bf84f61,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
4,r_dns_a,Domain_1040a6702e72f07529681b0b6a4fe4029b5b8851f3582aeddc33f1212bf84f61,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
4,r_dns_a,Domain_20e7ff3c880e9078062266c3c036b8592c1bb6409c3a37c57bbf2b73f8e25010,IP_e194cdba3af1ca142453788c2fa3a6ceb2ab920bbcdf670e4399d97b798d0545
2,r_cname,Domain_20e7ff3c880e9078062266c3c036b8592c1bb6409c3a37c57bbf2b73f8e25010,Domain_32c4f41a64871e9d60569380b3e6c7a07026a9504c34071d3d80adf28e47e4b1
4,r_cert,Domain_816f667edb800d42aa7578a664df6370588ca6f4d9c89455f81610b70eadf57c,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_dns_a,Domain_816f667edb800d42aa7578a664df6370588ca6f4d9c89455f81610b70eadf57c,IP_d0fcc120e6549f0ea3f32a8cacef5500ec36130a5740efbe303329ab3f2e4e1e
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_9f107d2a14ced594f3f7ada5a1bdd1805be511d55f8b8a4cf192b7211b50d8c8
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_3905a1bfc7c768849b79d30468b66d4ae00cd81fbd4239ec725c8de6764f3eea
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_e26595360eb4af99e59a7e327964e356b0ba334d95678badb428e3b2e9b5b765
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_7d93564664d5e025b01d59abaf9d523a744c3421570a364132f6539200029fd6
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_9c827a6779d10a69cac0f4e88eb596b252b98fa540bbdda10d2c5bca8a82c2ae
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_5d8e86d61ffd7538a89de2171525c960be566fa7b1d51bbbc45dc505e0fc3ae4
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_2aa0827069af475e8b8d9de5335968c3beceadb03065a8587c03c2c2604710ef
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_ad69417ea164fdc1bc3f27a0ba6a8e6bc30492d280c28a1e255d4bbd725725a0
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_c5845dd653151afd18fe296b8b2f461df37aca9b19511eaa0f669cc5b97358fc
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_afb6fb1ca68ada8544ecf0917412ea069b631c75a12033a391bbdb132f9ba6c3
4,r_dns_a,IP_f4648e604de22a9f24e6a43b7ae8a1abcc4878700c05c4fc3a87f34e9d810876,Domain_74c2cf5815743a5e00f3dd2290e4ddd11f9a33d22a6d2f5befce9afcbe9664a5
4,r_dns_a,Domain_f77dbe45f9ca089483ed19ec3bb05d2c0991ecaaa72ee5d089e3bb69f9476e3c,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
4,r_dns_a,Domain_f77dbe45f9ca089483ed19ec3bb05d2c0991ecaaa72ee5d089e3bb69f9476e3c,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
4,r_dns_a,Domain_09cfb3bdb49d48fbcc19ce2723b92ef8b98899e116f693e8b9a9f6d13f539db9,IP_7f6f508a3891a6ec4aabb1b9c107c7c83526d9ff43f7982771a55f0612116774
4,r_dns_a,Domain_09cfb3bdb49d48fbcc19ce2723b92ef8b98899e116f693e8b9a9f6d13f539db9,IP_b136ea65ddabd26d3c90bac3686462f7a9285fe28d3a98d7c2a433aacedd661f
4,r_dns_a,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,IP_20cb513ab710daecf65fd60e07c536697f519553f3bf711fdbbae2a11ec57c7b
4,r_cert,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
4,r_cert,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,Cert_6730a2e951fbf3817be1fdb5f1abd2341ee862becd2ff0f1a89b92fe7444dae0
4,r_cert,Domain_64cfef404f3e4c849285d0c6b9d9dcbf6431a51761b8a32a49fb33e45685cb65,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
3,r_whois_name,Domain_64cfef404f3e4c849285d0c6b9d9dcbf6431a51761b8a32a49fb33e45685cb65,Whois_Name_d93e740c6670760fce94cd3199e7e24bae82b16739c488d8191290ef7b403e0e
3,r_whois_email,Domain_64cfef404f3e4c849285d0c6b9d9dcbf6431a51761b8a32a49fb33e45685cb65,Whois_Email_4bc12ad46aae48bd6c12bcbf626389c6e8d7733ace2fce23162223ebf80d285b
3,r_whois_phone,Domain_64cfef404f3e4c849285d0c6b9d9dcbf6431a51761b8a32a49fb33e45685cb65,Whois_Phone_dc202b8538a1769e0d2a76acaea73dbd157b63100970088c1d5f9dfffc3fec59
3,r_whois_phone,Domain_64cfef404f3e4c849285d0c6b9d9dcbf6431a51761b8a32a49fb33e45685cb65,Whois_Phone_edd207d24f6a00614700f6438b24f816a00b0f4357136a26e3cf89162a7f4a51
3,r_whois_name,Domain_762f1b0b8221a91e2e8a8e10aea0544f903b75f516816a9eaa2785c71924a5de,Whois_Name_d93c941eef173511e77515af6861025e9a2a52d597e27bf1825961c2690e66cd
2,r_cname,Domain_762f1b0b8221a91e2e8a8e10aea0544f903b75f516816a9eaa2785c71924a5de,Domain_8363f9c51171df73e13f043ee0865d489011ec41564e26db093a595b624f1fa0
