name,type,is_core,industry,priority,betweenness,degree_centrality,pagerank,id
55715b05f5.com,Domain,True,[],3,0.001985966620062217,0.0026501766784452294,0.00048221223841905857,Domain_55715b05f529909aa71927633f3c0e40a0d97caa1f41cbe2e27c41da9bb54e1f
7a73021b66.com,Domain,True,[],3,0.0008597949087979787,0.0008833922261484099,0.0002752653327361616,Domain_7a73021b66b5c33b875536ff9e2caea27359a3f1c435f0745b9a0b15dc2650f3
18e4a3ebf9.com,Domain,True,[],3,0.0009239093806578081,0.0008833922261484099,0.00027429442508039955,Domain_18e4a3ebf976d7e03772b61bdbdafeb8271f919639853400622151d6a1e32ea5
72d3b91b7e.com,Domain,True,[],3,6.042473813027233e-07,0.0008833922261484099,0.00022077058573840614,Domain_72d3b91b7e550ac76c5f7d54009f893a1089f6d313b34b466f1855aa56296890
fb58418a3a.com,Domain,True,[],3,4.7575389344304195e-07,0.0008833922261484099,0.00018959892929375124,Domain_fb58418a3ae1ebb66353ac3ab809d1325b7c4c155e2d39b40346978837fa3b8a
7da803a054.com,Domain,True,[],3,7.950855109416848e-07,0.0008833922261484099,0.0002308102049623549,Domain_7da803a054bc007450fc5945a7dfb35bffc12978af71749e4ed9ad30627ff4cd
515c13ac1b.com,Domain,True,[],3,0.00046048826264579313,0.0008833922261484099,0.0002603418717144561,Domain_515c13ac1b8fec68bf990a0baf54b045b89fe183b7b93761a0bcaee88a066196
24f37ee983.com,Domain,True,[],3,7.950855109416848e-07,0.0008833922261484099,0.0002308102049623549,Domain_24f37ee98367f8d0168586d7ebfd94d9caa65181ee22f19c40cd2a2b7989bc2d
430523eb54.com,Domain,True,[],3,0.00018458271172652635,0.0008833922261484099,0.0002532268665479856,Domain_430523eb54f10cfc52fe921f09a8ff177e0e2e5676f0c679c7ef98f286bb2e27
42fe1308c0.com,Domain,True,[],3,6.042473813027233e-07,0.0008833922261484099,0.00022077058573840614,Domain_42fe1308c0fd70ddb58d811add8cf73ca15fb370ccf48c69b089f63eead12c34
142.234.xxx.xxx,IP,True,,4,0.008803625648179096,0.006183745583038869,0.0015522829994533795,IP_9e443b8ba2f05c0412f10439fe4c4248f6fd13d1a9d3fdaa0a680e6dec05f9e5
33c9fa6024.com,Domain,True,[],3,5.577342097706993e-07,0.0008833922261484099,0.00024068792379367264,Domain_33c9fa6024dced057f9c85fbd40e307e84ab837e7c8ee36a8008a272650fd100
2401864c44.com,Domain,True,[],3,0.0001604501264195995,0.0008833922261484099,0.0003037818995292036,Domain_2401864c44dcc7d36c70c390cbdefb69a9d0a55a334d8fff439900228498c48a
5ca7dec06a.com,Domain,True,[],3,0.00015336824758238496,0.0008833922261484099,0.0002481416140040526,Domain_5ca7dec06adc19682d47ba4bc5f2e0dce32eef58a3f755adf47046cefaf81fd3
352db00f50.com,Domain,True,[],3,5.577342097706993e-07,0.0008833922261484099,0.00024068792379367264,Domain_352db00f500142c99db358109ea34a0a2c6ccd272a26a65106cd3a817b4a4bed
156.240.xxx.0/24,IP_C,False,,1,9.875065498080847e-06,0.0017667844522968198,0.00018423838270671097,IP_CIDR_aabde7d8bfb38fcf33ce5c730e87ffe4f92543ceeb16f3aa6741fbc7fc3734f1
ac17a01491.com,Domain,False,[],3,0.0003938870951895078,0.0017667844522968198,0.00041032434743888116,Domain_ac17a01491b969f986084982e2d24ff58aacd7dc82ef3f76ee1b8837c2648f49
fd90a49df5.com,Domain,False,[],3,0.002277854374029846,0.0008833922261484099,0.000299506316091125,Domain_fd90a49df5e998fa9728bcf4d90a4211aa9cae6869ac9acc6c797c3717a29b39
5676952ada.com,Domain,True,[],3,7.950855109416848e-07,0.0008833922261484099,0.0002308102049623549,Domain_5676952ada086f65622f5ffb3cef468a8f8e6e340b5e2228b3df265ce39f75d6
36229feccf.com,Domain,True,[],3,6.042473813027233e-07,0.0008833922261484099,0.00022077058573840614,Domain_36229feccf2ce6ce91dcee6cb334b87459666fd9605f9f22c03f98e62fb65d73
