name,type,is_core,industry,betweenness,degree_centrality,pagerank,id
45.197.xxx.xxx,IP,True,,0.001852406063920909,0.05242463958060288,0.01275749708055408,IP_a2bdd3a0b310fddb92295c690185c2309406f24404ee93dbdc0f3f12e16fdead
840394e18e.com,Domain,True,"['G', 'B']",0.0,0.002621231979030144,0.0007501886985612031,Domain_840394e18e690fb49552e820bb5decf6dd9327b5b862c1f3a78964a061968a1c
45.197.xxx.xxx,IP,True,,0.0006501480892870042,0.03669724770642202,0.009115119553818576,IP_3c9e3ea3d0985318c3a914cf6e982236c429914862cad4c87353969082309353
3630b40994.com,Domain,True,['B'],0.001264176840280286,0.002621231979030144,0.0007421485497369634,Domain_3630b4099444da4e25744614bb24c4c0dcbdff5ef848b3edb98ebfd76e6434f3
07be1e16b2.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007492252326593162,Domain_07be1e16b28b20d28154384ac59c096dbb2173670d4c979405a1fada0435c3f0
40775c66dc.com,Domain,True,['B'],0.14790869031279347,0.03800786369593709,0.00923875300559817,Domain_40775c66dc787a959706adebd474fccbdb22ed886cee4f299bb40f3a78c4938d
5d2697a70e.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007492252326593162,Domain_5d2697a70ebf6d440d491222006a2cbae7c50e31986edfeed35012314c204bc0
45.197.xxx.xxx,IP,True,,0.0033195391860421117,0.04062909567496723,0.010114877606241569,IP_11546a3a98ba318f1ff9c8bd702799f5ac2bba126bff8d98ab7688f4ad9a4a07
45.197.xxx.xxx,IP,True,,0.08260492667774326,0.07339449541284404,0.024907239409550128,IP_4d2255ea133479f63af46a2ac2b37a8be5822df68ced24223112be7d18808957
af615ef3fd.com,Domain,True,['B'],0.0,0.001310615989515072,0.0005741451220028322,Domain_af615ef3fdfa4dc4cc3fd825aafead0d161f53eb9e8be5a3e48815c17b8128f7
2ee50821e6.com,Domain,True,['B'],0.0446331823200999,0.01834862385321101,0.004949768375177034,Domain_2ee50821e60bf30df4686c18c6c467911ded903cbe608fe393e7fe1c1607a1c1
896e646864.com,Domain,True,['B'],0.0,0.002621231979030144,0.0009078305499287023,Domain_896e6468646d3e589c3d79013926eef5c9080b1b6ee76931bd5cdcb315bea692
b8d95bd761.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007501886985612031,Domain_b8d95bd761eba4cb470104f40727c69936ffe727ebe4674b1eb5ed05ea077bee
2d42a4cae9.com,Domain,True,['B'],0.002621231979030144,0.002621231979030144,0.0010772582725669488,Domain_2d42a4cae92fc342599851995a01bd5b7707f7fce5ecd6688e6575e487cd1900
aabb3deb81.com,Domain,True,['B'],0.0,0.001310615989515072,0.0007088059621463063,Domain_aabb3deb8165e8f41ee1b14d54e18641923051a64ebb5315502d613555882886
2f35de0f9d.com,Domain,True,['B'],0.0,0.001310615989515072,0.00070859014703921,Domain_2f35de0f9d5862cb612c9d878640bf26f4d9de2aab9d2335bb752c107bd961a9
6ca18a9b3a.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007401677496933094,Domain_6ca18a9b3aa8472112877fd7137d20998117b0e66d3820a2b63341b4f86aee9a
e578f99318.com,Domain,True,['B'],0.036384213441209755,0.019659239842726082,0.008922477688907266,Domain_e578f99318043bd029d7b31f40be88706a8940ceca6a3b48efabf881a80ad63c
5aafa608ae.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007492252326593162,Domain_5aafa608ae0ba2dcacf45e793a1c6cbd92f7e63e93e1fd05fdbe6461867e2ead
45.197.xxx.xxx,IP,True,,0.0646088963650186,0.04980340760157274,0.018022271262719537,IP_6a3acd21708c147319a900615bd420e791cd5f466315f9bdbc8e702cc0c6d4fa
07bf70f6b6.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007492252326593162,Domain_07bf70f6b610c163b7de69b0142ffd58576d4f4bbec4ba87c343afd7bfa15a43
e7f8bf2465.com,Domain,True,['B'],0.0,0.001310615989515072,0.0005993290838281698,Domain_e7f8bf2465fc0c0afe183cb5eeec77a99748b61ec7a419f0492f9d17e5b8aaa0
eab8187c96.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007401677496933094,Domain_eab8187c96788a10c796b8bdcd1aaaa237ceba1dcd9cf859cd4f8353cad4ffdc
45.197.xxx.xxx,IP,True,,0.08691860765110783,0.08519003931847968,0.02024593561319318,IP_844e5ca566edec10153cd0ae4cfa1c0569ac3547805b46bacceda9c3329a64a2
2e636a22bf.com,Domain,True,['B'],0.0,0.002621231979030144,0.000729358362598582,Domain_2e636a22bf0ea031e0b00350afc605ef58b8fa21b5525c7119e7e2799add82ff
1c2550e895.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007274443078675477,Domain_1c2550e895dfe5206f3b5726bb818c66bfa273e3a69f8a35776325f81e2abd58
cfd925fd9e.com,Domain,True,['B'],0.028695954290117405,0.01703800786369594,0.004245040616193727,Domain_cfd925fd9e6a03bf6342cd6be2c47f35557a16d219986e217e7f412676e364cb
dec259daa8.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007492352229520256,Domain_dec259daa867570749223561563e1fdca3ffd049b5adae8dd4add170e2fe3423
cec72566dd.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007274443078675477,Domain_cec72566dd9f36d9ffa0442873d06b9be1388ece23ef2567bb5e2e0c67fb85ac
ca11a8b53e.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007401677496933094,Domain_ca11a8b53e910e0302cab7e100dd48d5821339006f2f56784446027a02c5cb63
f4460e3f3b.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007401677496933094,Domain_f4460e3f3b97ea8c19cea6ddcba28e4d351852faf6c94a5523e83d9ff50818e0
f056c7e204.com,Domain,True,['B'],0.0,0.001310615989515072,0.000710943566713373,Domain_f056c7e204ceca779927fc13d4ec0a10aba37b3e124a0707ea87917d174c06b9
1d2940373f.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007492352229520256,Domain_1d2940373f0d8c43942ef2c4124221b694b8c70f3f1f51bc3a1fd377eac003a7
417eeb91ea.com,Domain,True,['B'],0.0,0.002621231979030144,0.000729358362598582,Domain_417eeb91ea9fbadedcc64bcd5d45042d3b0480770ab1b13b6cc6ef8a11e5fc62
d89d8c0f7e.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007274443078675477,Domain_d89d8c0f7e93c8f5dc99e1a6fa55064c6671eaa683403eea63e1c5e987e5e1c4
45.197.xxx.xxx,IP,True,,0.0038183300481935173,0.07339449541284404,0.017578470592585504,IP_99cae6821a4a711cc2742d3743d159c65681a16155ad89462734581ebfd1a7b0
39204f37a8.com,Domain,True,['B'],0.013071760525347175,0.007863695937090433,0.0034981940732212425,Domain_39204f37a807d7866ac5a56cda49fdfce8b016331ea08f7237fa994dc712e4b8
3b50702f30.com,Domain,True,['B'],0.0,0.001310615989515072,0.0007113116744334626,Domain_3b50702f305bb32016781ddb3b5f6023c7e022d432e1e646c9b3196b56218478
35b1b83eaa.com,Domain,True,['A'],0.0,0.002621231979030144,0.0009986592572016253,Domain_35b1b83eaaf7ece23e9c8bf5f78976dd3868d2245bf9f4e6add74b2fc5520a67
edecf4b39c.com,Domain,True,['B'],0.0,0.001310615989515072,0.00070859014703921,Domain_edecf4b39ce4e51fc2f4e138ccd1b6be339bad7a8a8e4d5eb49adcb540aeaa4f
8e7710e95a.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007317530319858156,Domain_8e7710e95a314a544825a037ae44c6c7bed27e729ae905fdf81a31d48179b59e
e43cf158d0.com,Domain,True,['B'],0.0,0.002621231979030144,0.0007317530319858156,Domain_e43cf158d00c873e4515f40318269453c138850ce28e25df6c0da085351bc2bc
5cb7275e85.com,Domain,True,['B'],0.0,0.001310615989515072,0.0005741451220028322,Domain_5cb7275e85b645058a5112072a0f99a53931a78a9ea093b70f26b22c240b12fe
