name,type,is_core,industry,priority,betweenness,degree_centrality,pagerank,id
c23c258952.com,Domain,True,[],3,2.326625321255429e-05,0.0035587188612099642,0.0008717502652620513,Domain_c23c2589529a2f625a5dd0a4cf7cbda699656805706539bedd5c7a722de9c4ea
af64661c5c.com,Domain,True,[],3,2.326625321255429e-05,0.0035587188612099642,0.0008717502652620513,Domain_af64661c5c950e75c223f3c4d2b184bce8c618d3696df6d00b2e7aebb6d75437
54b41a79bb.com,Domain,True,[],3,0.0009120055146084531,0.0071174377224199285,0.00114243221281584,Domain_54b41a79bbf4a84abb2614e276cea4742b8ccf4c8b1cae810751f193d4356474
0316d82055.com,Domain,True,[],3,0.0005241039328159965,0.00889679715302491,0.0012924452797444576,Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8
7b81eb604b.com,Domain,True,[],3,8.947683713027383e-05,0.0071174377224199285,0.0010311405607789132,Domain_7b81eb604b259fc0375ecb0a4d809926eb7990a27db922eef2c3509ba7b39c34
7a8837dcf8.com,Domain,True,[],3,0.00010991709202730079,0.0071174377224199285,0.00104925872861818,Domain_7a8837dcf8280c4829c32e62d4d46e24555eb487d1a6955c68363459861d4b81
4ac58f56d6.com,Domain,True,[],3,0.005404621002930581,0.0071174377224199285,0.0010860490405272356,Domain_4ac58f56d600473b2ab6e66ec8aba97dec3a945e0e03ddafb76ea3314e07cbac
6b62aef566.com,Domain,True,[],3,8.947683713027384e-05,0.0071174377224199285,0.0010311405607789132,Domain_6b62aef5660b632d90eed5ffa92037338bb6e9337f3cd4fc395caea6dab7ee12
0c5572b5f2.com,Domain,True,[],3,0.0017990545390799198,0.00889679715302491,0.0013337667489444556,Domain_0c5572b5f21ec221e2a9209931cb9d8a947988ca1a5bdb6542e3fa31bafa923b
164.88.xxx.xxx,IP,True,,4,0.09187780879545573,0.0693950177935943,0.014610598547988029,IP_cd3ce4957d196a1a2871f3b850cb5ab89ffa2643033d7b05319951f2be9322e0
58f459a6dd.com,Domain,True,[],3,0.0009855925088335616,0.0071174377224199285,0.0011634731939296698,Domain_58f459a6dd97cdfeb7540ce99a30d061cc640dbc21ccb9eaaf54ceca577b0d55
4c45c735a0.com,Domain,True,[],3,2.326625321255429e-05,0.0035587188612099642,0.0008717502652620513,Domain_4c45c735a018c78530794132a6de2bf38e6124c3c40e24dc0f359b0d46e63045
4fe8af438e,Cert,True,,4,0.2400137020191448,0.1298932384341637,0.05973594162419179,Cert_4fe8af438e852464022dba847977e0e4200b073c5fc3af5f7f7f160b38d50552
