name,type,is_core,industry,betweenness,pagerank,id
b92ade95e0,Cert,True,,0.0,0.0003713106228519534,Cert_b92ade95e0b1984d979693e79fe2d6981db1876b23c494a4f221704d35afad25
f2fafa3301.com,Domain,True,[],0.0,0.00021074783360542875,Domain_f2fafa3301edd07edfd0f639b11c431ed817910d4e6329af96eaecf868481d2b
a10cfbb565.com,Domain,True,[],2.2302440361688652e-06,0.0004664069575118757,Domain_a10cfbb565afaabf0e45382e83c4ceaf51c4b0d7fe1aa09cbdd5a1d7cd76197b
844f953196,Cert,True,,0.0,0.0003713106228519534,Cert_844f953196d2632f48cd4933dee1598ed7f4bb00a11f73a726e80055ea311b47
a91593a45b,Cert,True,,0.19511096492925287,0.045447428898317065,Cert_a91593a45b6eceaae2a0478cc243543184d325720bc3f19f91982450b6af57e2
208.91.xxx.xxx,IP,False,,0.0074975882229313204,0.002361532863120917,IP_488c8c7f6d3c1606eac4caf8b753d7b1380c934773479a549b9d8ce01454dbb7
6ade49fa4d.com,Domain,True,[],9.328240716161143e-05,0.000482514363530158,Domain_6ade49fa4d08336ee15aa39eb13078915ce5669baf7d443a93cb5caf0e35dec3
d1dbfaba6c,Cert,True,,0.0,0.0003713106228519534,Cert_d1dbfaba6c2f8008eb8d0f65a56fffbd6970f2df52dca2b40d02d15310463fe2
5107f7e75b,Cert,True,,0.0,0.0003713106228519534,Cert_5107f7e75b5ace24ad470c554a7346388903146c065dd8894d19a23ce3510cd9
0f55266571,Cert,True,,0.0,0.0003713106228519534,Cert_0f552665718be768747fa89b1d6d351e120e97255fa2646f440b35859e64e97a
+1.802xxxxx,Whois_Phone,True,,0.021770326549334394,0.005410904488355735,Whois_Phone_d3f0cdeffac04c9809f797b9520f00adb727f009738e162c176fddc464db157b
1b3ad1c7da,Cert,True,,0.0,0.0003713106228519534,Cert_1b3ad1c7dabf12a156d964ad8e4858cc91eee98aeceb065abcb1d4c562c81125
b039493c43,Cert,True,,0.0,0.0003713106228519534,Cert_b039493c43fee5f341ea508c167895bf6dfdfe8e93269dbf14f33aada2505708
1b930d6090,Cert,True,,0.0,0.0003713106228519534,Cert_1b930d6090ff7251be8aea85f053f281dec073c94713ab290c527b55f05f7433
afde4ee39e,Cert,True,,0.0,0.0003713106228519534,Cert_afde4ee39eb0a1e5eb65d5ad5fa00d4c1deb3f4f0a4f9bfb103e04fb2cd1a9f8
94e1c5d012,Cert,True,,0.0,0.0003713106228519534,Cert_94e1c5d012fd3d8b0e31c389c274b85a0f20a2b7492462dc3f048feb861208e2
c01f10c61a,Cert,True,,0.0007670322595354694,0.00043194557142081034,Cert_c01f10c61adcaa00ba6d4b85d30ec802bae76597915d7da4f8f094714ab0c597
19df75768d,Cert,True,,0.0,0.0003713106228519534,Cert_19df75768d4ca85011c40471443fb42bfc178ba281b43c94d18778801b707f91
af38675ce9,Cert,True,,0.0,0.000363606674388665,Cert_af38675ce9b715d1130b9e19885ce44b2fb38f3f314fc6d1b76b1b4a721355d0
51feea16ee,Cert,True,,0.0,0.0003713106228519534,Cert_51feea16ee845a1160ef8fab79d2192a7304301f046ecd3a461597b0eb56235b
53f2bf52bc,Cert,True,,0.0,0.0003713106228519534,Cert_53f2bf52bc2b19861ccb61b2cd17d60c3ff5d6aa6f290d928126581fd006a688
56dc1ffc13,Cert,True,,0.0,0.0003713106228519534,Cert_56dc1ffc13b4e009ea74f1b5ceae73d3833893fc01f52d23d61f1807d48c2987
00fc7fd1aa,Cert,True,,0.0,0.0003713106228519534,Cert_00fc7fd1aad10040c47abc976d8c08e878dc6472522c6e5f36fd195f62d83675
8e9e85071f,Cert,True,,0.0,0.0003713106228519534,Cert_8e9e85071ff1db66895111e0fba9d7c854ae37defdc77a699e182d0355b72359
eeb75191ba.com,Domain,False,[],4.519311784161161e-05,0.00051080687140438,Domain_eeb75191badebfb92521d37cedabda94be411b1f7417af40d26e136a6922fc97
9f3bad0487,Cert,True,,0.0,0.0003713106228519534,Cert_9f3bad0487514d057a78fb6c58f939377145b020143c7252ac6c45f28ac5f492
80893d405e,Cert,True,,0.0,0.0003713106228519534,Cert_80893d405ef5c3681af5d892587d6c537483edf0739d68b93a03be0873ba697d
64c52c663d.com,Domain,True,[],0.028329633615154635,0.0007422289851670453,Domain_64c52c663de6faae4f262798310049aab91bbb45a6a22d977887857e3e3616fc
81258a4553,Cert,True,,0.0,0.0003713106228519534,Cert_81258a45536d0023817d7f304cb9cbe7ef056d8f6a9a66a64763219cb729ee32
a83cd0d30c,Cert,True,,0.0,0.0003713106228519534,Cert_a83cd0d30cde335cbdaa4dbe0e750fb8479a005798db62c3c24f77103cf58910
6d88d68a58,Cert,True,,0.0,0.0003713106228519534,Cert_6d88d68a5863a248e4386e60280f9898631eabe29f7610ea31cdffe08014ca52
16f307878b,Cert,True,,0.0,0.00039504081038388314,Cert_16f307878ba92be601149fb2a3c448a0b3c8c8d596b49e314689cf3995efc581
2f3ac70269,Cert,True,,0.0,0.0003713106228519534,Cert_2f3ac70269d2fb7ca90ef43a83b07702dc06bd575f4ef0096718422bdeb0fdd7
4ac11fe78a.com,Domain,True,[],0.0006989013454304309,0.0005114044516395895,Domain_4ac11fe78aa2186f83b6dce4797b341c6b622b83026a9eba47fd9da4d81bb369
64.32.xxx.xxx,IP,False,,3.742143088193524e-05,0.0018979164637202629,IP_39c8d30f354f00a381ca42237c0ebed83074798c11f19d2e82c8f996d143594a
1e35f4861c,Cert,True,,0.0,0.000363606674388665,Cert_1e35f4861c58db1df9c12f3dee5badbdbf0cb7c1c4461e8d609208ad5a6211bf
1ff3260508.com,Domain,True,[],0.0,0.00021074783360542875,Domain_1ff32605080766d3f75467c01c3088b9c72ace2889bee32f91792805aa05a71d
6c8e0f155d.com,Domain,True,[],4.770482086267396e-07,0.0004897288310554663,Domain_6c8e0f155dfccbcd557fb422e1e64afd4f22b72b6d462a18369628a8af899fff
d7bc961280,Cert,True,,0.0,0.0003713106228519534,Cert_d7bc961280e8eb23aba0b885b4f27201ae9c7731b0dfdf350837e3201218707b
6b9cc89478.com,Domain,True,[],7.128515447946613e-05,0.00047494267665430605,Domain_6b9cc89478940d1750db457ada3b0be3c5901f870b27310537198ee14f17cae1
8e71239018,Cert,True,,0.0,0.0003713106228519534,Cert_8e71239018d55a24cde90d16caea51a078c36498eb09928eb2af70ebe2c60e2c
57021bc652,Cert,True,,0.0,0.0003713106228519534,Cert_57021bc652b0749fd68cdf9d03f36db4d4daf76cb4221879e5986cd29f5cdb49
ac0c997f51,Cert,True,,0.0,0.0003713106228519534,Cert_ac0c997f51b334bba101ad252ce096efafa49a7a126dc3f513e5960f92da14fc
13b82a10c6,Cert,True,,0.0,0.0003713106228519534,Cert_13b82a10c6c6681085c6a1484d226eee72bef2c4d6d7c6b782ac4c76ba1bbfd7
fb67b79e67.com,Domain,False,"['A', 'B']",0.00021212650838686338,0.0006006692520635739,Domain_fb67b79e67e35fc505331c41f68c77cb12b66266259c3506f7af42a8047343b9
8d04db5cbf.com,Domain,True,[],3.913745136782203e-06,0.0004656200332803961,Domain_8d04db5cbfe106b8d83c820d22923b2f02cc569084f17cd99b66df96863dabdf
d97d96cb33,Cert,True,,0.0,0.0003713106228519534,Cert_d97d96cb332fa0e734fb65c42e744530fdfbe7744aaa9ab1b2e7c0fa9124388f
792eaa0d08,Cert,True,,0.0,0.0003713106228519534,Cert_792eaa0d08d57f54a87cac286d5355d42d4bc0e2a983690f0ce3e3b01c7e1ecc
6c265e550c.com,Domain,True,[],3.913745136782203e-06,0.0004656200332803961,Domain_6c265e550c94712ce36a57f3ed7efd32b2342757fd8b62ff7d5b85d56fff9f45
84e21aa97c.com,Domain,True,[],0.0,0.00021074783360542875,Domain_84e21aa97c1adcb8c3e3703ee59a1047fc5498445fbe72c38c5df0b29b4d15d8
ccf75a677e.com,Domain,True,[],2.2302440361688652e-06,0.0004664069575118757,Domain_ccf75a677e65d61001daef02e19b66c890a883912e245ad4de5a1e09d220a4d5
