id,name,type,industry
Domain_7ab379123d184677806451bdfb5ad2f928ea9a5b47d37ff7e7a17a9eb5c5718d,7ab379123d.com,Domain,[]
Domain_91de97019b99f9e4b03f9d1bec9fd8925b15a3687a10ea0124baab42e36170b7,91de97019b.com,Domain,[]
Domain_b9d1b3ce2720d6a35f932fd4b17547f0492fa9d361274320c54a8d626a254780,b9d1b3ce27.com,Domain,['G']
Domain_7ec28bec87e9af2e9ad31af2eaecbf98baaf96ee117effed4f873047473fe016,7ec28bec87.com,Domain,[]
Domain_142f38ea173fe65a1138c9d3168e69dfb38341dd5b96c85cd93d2fc678474b2a,142f38ea17.com,Domain,['G']
Domain_5b6302f47de7f9a8cc15bbb9e3bcd6cd60cbc0ad645e482be4a4f77953949ad8,5b6302f47d.com,Domain,['B']
Domain_7bc99ff1ae9c3cffbe9d0d35bd99218ea821ecbe8f73d30b3c449ff89c824c36,7bc99ff1ae.com,Domain,['B']
Domain_b27e395e70fc443aec762214a681680a8720479c6086d530601b41b2e1349a95,b27e395e70.com,Domain,['C']
Domain_d636fcb7682f93eb26651a6b536543566fda0a0416166cea57de46a499003eee,d636fcb768.com,Domain,[]
Domain_285327e3bc17ee0ecbfe0128e57c1f89b1707b997f11fe4b6ea89130817d2dab,285327e3bc.com,Domain,['B']
Domain_8e454235bfed74978c3a8fa93b002d8cf0a946c175c0df4ead810477e8014780,8e454235bf.com,Domain,['G']
Domain_d9fb32f3abf707f28d8dce9e4a504a60e3c58392c505010d44e594d189b40957,d9fb32f3ab.com,Domain,['G']
Domain_70f30b44988bd891609e6393045b4598582f2fa248890fdf0a7f69cf4a2f0b75,70f30b4498.com,Domain,['C']
Domain_f4f958367e464d492e2766ace5ee5122dda620a0512aa97be5de4ad648308f2d,f4f958367e.com,Domain,['C']
Domain_d4cca9ae126cbdfa05f94f56340d5418d4ed22afb64bffa48c16c65de3420f5d,d4cca9ae12.com,Domain,['G']
Domain_d8153f03fc26391bc3d07150141b2d0fbbe731e3e6fba71a3b93f8aea53a8a0b,d8153f03fc.com,Domain,[]
Domain_c5c4a3b9e4dc835ef49291e0dcb6311476b8bd240f5a516eca78dab81b46e351,c5c4a3b9e4.com,Domain,['B']
Domain_5b5bb7f6b9e282fde2f919dd4bf873f157ba10ed71ed9dd3d03c0cf93499ef16,5b5bb7f6b9.com,Domain,['G']
Domain_440a1e0653cf29d225de21b066590e16b9d912b3fcec3483a6b6a57028586e12,440a1e0653.com,Domain,['A']
Domain_c4a8975cddc79c7aaaa16a830e7c1cd5acffce9f95899a592e896668b3088b2b,c4a8975cdd.com,Domain,['G']
Domain_98e23a79e3964b78bfb8e35405d3108735ba469cd591412182a038ba7488ed26,98e23a79e3.com,Domain,['G']
Domain_04022dc8a6439004db731b3bee3915aec225da2f8061d8146a738c65fcb5d12b,04022dc8a6.com,Domain,['C']
Domain_7140691be8949f669a79e7e26853d0815b071012968938137b50ce382e2a1e20,7140691be8.com,Domain,['C']
Domain_7a2ed6e175abd1ef8e5bd5ea187ab63c389e8308e6a82ad5bf8046317752f14f,7a2ed6e175.com,Domain,['B']
Domain_846b86e433e53c9c2976b1c1819c005c325f30708043c59c084d198fc7c03d3c,846b86e433.com,Domain,['C']
Domain_6f5e59faf6ee864bd3a7c45d374740bb86a00558b0bc66a2bfdfb493fec04c59,6f5e59faf6.com,Domain,['B']
Domain_fdcfa8862ea7519c5cc1cadfcd9abad6c203876740fecd7ed2f15680cc0a8e29,fdcfa8862e.com,Domain,['C']
Domain_b09ee65b680fbf1c5b5ceb06b458938de97a5cb306e2637140a518de1e966638,b09ee65b68.com,Domain,['I']
Domain_dac70a0469f212b5df51dfccaddbdca191d75d19c8703de9d47369627bcb8c03,dac70a0469.com,Domain,[]
Domain_b9e35a9d38e6b0355b22c83cf52f57eb8b6df492e8f08d171e7ec67112684133,b9e35a9d38.com,Domain,[]
Domain_39dee509d29142caf91607613e7ff0ae8032944c338a5f7a42be54a7cdad16ff,39dee509d2.com,Domain,"['A', 'B']"
Domain_4aac87595c0888c4e34446d7f087e51bb05615e2e67d607e15a04573886c8807,4aac87595c.com,Domain,['C']
Domain_e8751cc2bba5c2eba168970c1569b13aa827624f1191e5ad4fdd5ffa70aec77d,e8751cc2bb.com,Domain,['C']
Domain_e4f503f1b6c4aadc24d7b7569074af46d57af991228b01f5ff9b24f572361873,e4f503f1b6.com,Domain,['B']
Domain_ee2b0e9671b0558c4bc753df5aece320d5084e886bd8a338e5b092b788c733e4,ee2b0e9671.com,Domain,[]
Domain_8011e0d9232a28665ed98226ae9fdc48e1a7fda7a0f4cfe2cab4ca9de10cbe60,8011e0d923.com,Domain,['G']
Domain_a31a1c3fee46b2a18f260d92dd22aec091b7621fb5557a22e09c507c90a6a35e,a31a1c3fee.com,Domain,['G']
Domain_d7632006adfa48173b7791317e2c14bc5633a782816812fca33d198c5ac65844,d7632006ad.com,Domain,['G']
Domain_98019c3a824ffa35e4f58e63a6192af522c0698131c0faf845b15ae13275a2e1,98019c3a82.com,Domain,['A']
Domain_5234b0d86aef760bc3dfa4eba03dd85391fc2cfede660b19fbdd03c378aca23a,5234b0d86a.com,Domain,['B']
Domain_22efeff65cb09c8a806ca33eefbd1008d5557f36b8c0dffabb4569e8e88a1f0d,22efeff65c.com,Domain,['B']
Domain_e3ff58fe5ee091de3cce3b319131331039d39190f730b4a3d94936e2243f8606,e3ff58fe5e.com,Domain,"['A', 'B']"
Domain_807a8a1a5282607c2063a5b0365268b25f0f62d61741a3e25244840595f10dc3,807a8a1a52.com,Domain,[]
Domain_ff7fae37b5d5f91ff25d956fee108fe306026eef64d875b7faebdcf50b9cfd5f,ff7fae37b5.com,Domain,['G']
Domain_5a41766995f5a19011683ad6fb27a36d0444265535ce440cfdc48924346188d6,5a41766995.com,Domain,[]
Domain_6ae63cc8b3b3e8de450307da5cf9f0aec1b55a93dc9ca2d7747b3b660f664c51,6ae63cc8b3.com,Domain,['G']
Domain_82c1c9cf81c1933d870455a85eb30c6a5d6807bb7ff194b6020da62e4f14dfdf,82c1c9cf81.com,Domain,['A']
Domain_d5dc0fa8190877f379c5b7d6f90a72f5e9274361db5721ea36cb6f312812b3b1,d5dc0fa819.com,Domain,[]
Domain_61befc7014010dffed9239b8a133396e1a88fa822703b677b123268eb16be3f7,61befc7014.com,Domain,['B']
Domain_70d26490b18d0d530ab45d3f3d962b29e664ed7bdad8103ccd306ac99bb21c70,70d26490b1.com,Domain,['C']
Domain_571a8a03bed71a4722b209f03807fe74c1a908efa7b4ed77417056a324c7b31b,571a8a03be.com,Domain,['G']
IP_38d08556e5f342ddca3d2001e92f56b2e835b43a8ff78e202ede932442cae5b2,116.206.xxx.xxx,IP,
Domain_1af571b08126316100c5881d0b6e2dc7e349572d3dc30623d117b6ba1e604f69,1af571b081.com,Domain,['A']
Domain_b9208bf08ecaa14be27b272bbb37cdf43d89036471389952b5b908829b49df99,b9208bf08e.com,Domain,['C']
Domain_1d8e02f35e2cba9afb64a653aec2d7703559001c9d4f24c9b119eba50c47df10,1d8e02f35e.com,Domain,[]
Domain_ee8a600d85bfc165df5a8dc7ecfed3a371b0eb79ff22881be3daaafff0afa480,ee8a600d85.com,Domain,['C']
Whois_Name_db0925a5aeb1849fa7b41f7a29c1192d38e12e97fb6e82e72e894e3c733130ef,Linxxxxx Xu,Whois_Name,
Domain_1a78754aad1049a4ca7ac57e21a15740dae9efeefcf6aa4173a94127a210e31b,1a78754aad.com,Domain,['G']
Domain_b1c947669d44356a1de8002a02adedc99c3c63328c4bf0c31cf3e54186bbeb26,b1c947669d.com,Domain,[]
Domain_502c91c04a679abd631f736d6f90fffc957f4b1c4364e31b418ced06a1ce0131,502c91c04a.com,Domain,['B']
Domain_06d36b8bd1a98718e7f399a3bae97e3d46e388767c1fe7bc4f86a781bdf210b5,06d36b8bd1.com,Domain,['C']
Domain_02fdb7e5ddca4aff021de3a3b41e4aeea17eb9fae032e04ee71531ed19d9a55b,02fdb7e5dd.com,Domain,[]
Domain_6599a58c3a560d29710c0c8ea29e4ee8b001ae74ad4240a7256dcd7b2a01ea29,6599a58c3a.com,Domain,['B']
Domain_afd826ef13c05bc22f4781e7ad58b8cf5a2b66fc0b65b94cefee484aca14bcaf,afd826ef13.com,Domain,['G']
Domain_631dd6392eb07714f0efaa984bae9dae042d77cfcbc70a7fdab2146fb509952a,631dd6392e.com,Domain,[]
Domain_42ace0d5008d0c5c53800a57a66ab68228ddcbacc7d3184a66402b5a211c5482,42ace0d500.com,Domain,"['A', 'B']"
Domain_413a339b4ebdfdaee6fa1210a9645c700b0f92b44d19a6af2fc261302196f8d3,413a339b4e.com,Domain,['G']
Domain_42e35f943cc236cc310ce1fbc67924a0b9ddd1e0b2aa6aedc7bd2bd7721cfc66,42e35f943c.com,Domain,['G']
Domain_a2d2208c5348b93e3ddc90439ae6c7eda49cde8c4e1e35609d978e3c3209156b,a2d2208c53.com,Domain,[]
Domain_9a29122f1eefd5d8dd1b20f14ca9b796608e7567fd769c94ab2e39143347e081,9a29122f1e.com,Domain,['E']
Domain_e5faee798ab94195e75d453c625b9778a33b5df78d7b2c28e012c689836cfe9a,e5faee798a.com,Domain,[]
Domain_db7146ee8e19d2f52c5d74787c8acb58570aeb20b0d1bd4e5b6c2b9313795807,db7146ee8e.com,Domain,[]
Domain_978c58de88382597cf37f53d95cccde927402e388ad131c60b8c671e63afd06e,978c58de88.com,Domain,['C']
Domain_0d3467a1d037757964eaba7cbbf10716fe252094825bdfea2c6fcc8bded1c89e,0d3467a1d0.com,Domain,[]
Domain_43a135ac21c6d410ef6c99558aac8b30678b4b73e6923d2e9fdfd1c240d464d9,43a135ac21.com,Domain,['C']
Domain_2df0a2aba2663829086ec913896127596f25e4dd8e76300fc7a086ea2fedad97,2df0a2aba2.com,Domain,[]
Domain_f3554b666038baffa5814c319d3053ee2c2eb30d31d0ef509a1a463386b69845,f3554b6660.com,Domain,['G']
Whois_Email_5a3d16b7df3d815d5f3436bd5dd5c5e1054ee7cb74d4fd8d9efdf3af362a4a18,54498xxxxx@xxx.xxx,Whois_Email,
Domain_a6e42f8160daabdd33039939e4f1326c919b60fd184a115d20968af7b65b8fc2,a6e42f8160.com,Domain,[]
Domain_9034f6f99b8b22568a9550c90e20cad7dfb581a5a0f991d26b9771cae848c919,9034f6f99b.com,Domain,['C']
Domain_e8f4058a399cba87d32f6cbb2504b73f3cf13b663d0866b53ca55516e7cbee3a,e8f4058a39.com,Domain,['B']
Domain_9a5385d9741e27aa6a939e258085eeecbffe92cdad81811424e9642f0844c453,9a5385d974.com,Domain,['C']
Domain_6655c0b8a6e8a0be01b196cb65bfbc3b273fcf4fe07e0d523b77e5cef7b1ad89,6655c0b8a6.com,Domain,['G']
Domain_07164ad2b8fe5bc0aac62bef1fc64be0b06be3de7de9d1a1b9f1e3603427f8fb,07164ad2b8.com,Domain,['G']
Cert_90251c3412b1d10fed822153d9877b1dcb2eed0b35c174b2b1f8b1a58de9bc7f,90251c3412,Cert,
Domain_7052a020df8972b046ffa0d33f7b12ed48f7c0fae9b587c167731004ae5493ab,7052a020df.com,Domain,['I']
Domain_2eeda83b221d7e64e681c77315ad4f59dc1d175daa9050bb9b9aaad82036f2e7,2eeda83b22.com,Domain,['G']
Domain_da8cdd456ee4d26d1786e25bfd46db4f850df20a10984cae1a55a93b4980e21d,da8cdd456e.com,Domain,['G']
Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063,fe794a69ea,Cert,
Domain_dd3b36efc1967d5e25150997f34e71af13553c29330302d9ac63436742f6ce46,dd3b36efc1.com,Domain,[]
Domain_ca40babfd1d7d23f4b9227f8407608d589dbfccefb648e81659c1b9067fd3058,ca40babfd1.com,Domain,['C']
Domain_d4fbc453254e2b585d596760005dc921bf618928861775273b86f80f66e46d8b,d4fbc45325.com,Domain,['A']
Domain_511e2087ce39849f01f8bb33b9ab6fd02f7574c91339a7a8b3828dc5d5de62be,511e2087ce.com,Domain,[]
IP_4ef639586c6a24c0a9a4ba8741d9c47f302cf66402d01708f74068301ae09daa,210.209.xxx.xxx,IP,
Domain_98faf684e62d057463783d4199e5459f4ce433a9954eddddf1b6c1792418ba08,98faf684e6.com,Domain,[]
Domain_7048137ed28817bfa589ad453edfa432f765823fc4655641fbcbf45a81048d1d,7048137ed2.com,Domain,[]
Domain_d0dda6717a9c5bbca8a5deb1f3c23a9ddb0067a2a9fa559ac0753983008dafe8,d0dda6717a.com,Domain,['C']
Domain_dbce24447a3715aba967bb26381be598583095b1fdfed661942cb66bff52a000,dbce24447a.com,Domain,[]
Domain_3fa5707622411fdbe5b732d11ef434e8ec0854d3df3f68c0b5b65a4338e87fb3,3fa5707622.com,Domain,['G']
Domain_a71091f5759ed561630df961cc82f00c0f8bb077e90c346c9486039b1c87e55a,a71091f575.com,Domain,['B']
Domain_629ef76d022bdf77c37ca718385c81ade25611cb918a67011326f61c99114c1a,629ef76d02.com,Domain,['A']
Domain_9a1954f84e6070174caa0614e0b79bfac42c4416ae8f200836749ae05a3c492c,9a1954f84e.com,Domain,['E']
Domain_a23199abe7be107b209ee6e84edb0489d6f8f1d6c7f4b79e5c082df5e362dc6e,a23199abe7.com,Domain,['E']
Domain_3f55104f1934228115c301828a0d6d93ab4ec996552d1d616ed9af5fff628070,3f55104f19.com,Domain,"['A', 'G', 'B']"
Domain_eba9ba9bc69dac34e4149dd8aa3e91e77db1790ab53df0a11d875eeec18cd6c5,eba9ba9bc6.com,Domain,['B']
ASN_3acb98d8043248d884b0236acff6e75a199b89dff521dcc142d59df236c7992e,AS_3acb98d804,ASN,
Domain_fefef2c0a5a4d2ba08dcbc8be24321b2348a5fada9d151ead14846e58deb025f,fefef2c0a5.com,Domain,['G']
Domain_4dafb6a26b7e537d0e7e9b149253ba4c46debfc572ba91b8c22f58b7fdc6c044,4dafb6a26b.com,Domain,[]
Domain_005c5874cc8a3fbe2f9ffb8a2f537bd0c46cb83b02b0dca02da69c71d4ca94e1,005c5874cc.com,Domain,['C']
Domain_c3c414ce88cfcb4b369d98733d45b606c1ccf8c1b1604c342cf5205960771dbf,c3c414ce88.com,Domain,['G']
Domain_15b83a1cf0e592c32aeb31794b21a0246841bd4def23324e5ad45a7c3d50a2bd,15b83a1cf0.com,Domain,['B']
Domain_c7608661b02e31e4abf19d468bca4016fc62b35fcd9aac00c4bf99e76e7aa85c,c7608661b0.com,Domain,['G']
Domain_05c129477eeeb4a8c11e308371ec9fcaa582dbce1e4874d0609840cfe003bce5,05c129477e.com,Domain,['A']
