weight,relation,source,target
1,r_cidr,IP_3ba42b463a767f8f7a59a751ce4d9ef9ab4e643ed195ac2cf636ed2c5067ee53,IP_CIDR_2aa53e826d9906f0104914eb11dc04f44c7b13112781ab3a28ace086ec3bf9c0
1,r_asn,IP_3ba42b463a767f8f7a59a751ce4d9ef9ab4e643ed195ac2cf636ed2c5067ee53,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
4,r_dns_a,Domain_1aeae2d0b97f5be5a085f0e8d213f15c4ced40f4b18e17fa6e0a005a14722620,IP_7c93966d4e250b06f774f84e24b05dd01d057291d840d9e5c1b3e350c12c42e6
4,r_dns_a,Domain_1aeae2d0b97f5be5a085f0e8d213f15c4ced40f4b18e17fa6e0a005a14722620,IP_42e3f76637d2da0c1f9761e92bf9902af1c9ddfcf9cc42097e474302d08ff5e9
4,r_dns_a,Domain_1aeae2d0b97f5be5a085f0e8d213f15c4ced40f4b18e17fa6e0a005a14722620,IP_609bbcc1e63b5176162def8dcd4261e4d4365d7e7f63874f296cbc28752ea9df
3,r_whois_name,Domain_c96bb94b162b642b617c29ff11068cb2a8c4cdc15cdacae0ec2037253c685d74,Whois_Name_8170a48a4ca837cbfcfe6126afa36c9ed320dd4c0d7f9af7bd8755b0d97028cd
3,r_whois_phone,Domain_c96bb94b162b642b617c29ff11068cb2a8c4cdc15cdacae0ec2037253c685d74,Whois_Phone_d4e844046d099bbdd48536d0431618a45cde4f0c5593f027d8ceee11f8b9c211
4,r_dns_a,Domain_c96bb94b162b642b617c29ff11068cb2a8c4cdc15cdacae0ec2037253c685d74,IP_f78fa99ec7d4d5c30639524e3d01250d0951936fe1fbc72948cdf1b2ddfbb714
4,r_dns_a,Domain_c96bb94b162b642b617c29ff11068cb2a8c4cdc15cdacae0ec2037253c685d74,IP_1c44d861d7347b8764e642e5facfdbcee5defd0df939ab82a4b7ea5162f13dae
4,r_dns_a,Domain_c96bb94b162b642b617c29ff11068cb2a8c4cdc15cdacae0ec2037253c685d74,IP_3b591ca25ab2ffe6978475e1d92324a5b0a5209a7bc0461df914a5b76b3ece33
4,r_cert,Cert_191600f699b155276717b38f1859e9eb30f9acce9723261323413ed12033653c,Domain_dd584f855d3ac86195281809c3fe54032c04f2e9b623aa0e3c094a6566a59ff1
2,r_cert_chain,Cert_191600f699b155276717b38f1859e9eb30f9acce9723261323413ed12033653c,Cert_af49e2b01dc6d08092dadad88916a07fd8cb2ce30e118b8591bab058ddef0def
4,r_dns_a,Domain_8386d84665821ef9a9ce997589c00f7a80ccd0534571a37fa1c72c4a0308ee5e,IP_4212df96fd05fb1b6138990bbc4f6c97246f9f16c863094aa6453b2c6d72a05d
4,r_dns_a,Domain_8386d84665821ef9a9ce997589c00f7a80ccd0534571a37fa1c72c4a0308ee5e,IP_dd938bb8f5b1a4f2afed83e4be4ad7dd3891e851adac1bc5d8e0ff98e6babd90
4,r_dns_a,Domain_8386d84665821ef9a9ce997589c00f7a80ccd0534571a37fa1c72c4a0308ee5e,IP_aadd79b44201b5aa051dd5d38af5c51baed45c630717d43db8a260b274deaedb
1,r_cidr,IP_ce8f31fe18b44f67809ccf4b69a5db33f6c19a723dfa7c7ff467d16369157c48,IP_CIDR_2aa53e826d9906f0104914eb11dc04f44c7b13112781ab3a28ace086ec3bf9c0
1,r_asn,IP_ce8f31fe18b44f67809ccf4b69a5db33f6c19a723dfa7c7ff467d16369157c48,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
1,r_cidr,IP_2a7198d6e238b5b26ee37474a43bb3026c313d3b413889ddf00d57b6304fd614,IP_CIDR_5075a87034598753028e7ecc231f4f13e5e23e33979188cb1fedf5a8442eabad
1,r_asn,IP_2a7198d6e238b5b26ee37474a43bb3026c313d3b413889ddf00d57b6304fd614,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
1,r_cidr,IP_27df42084d5c08f5f71c536d9be9ad61d8d1fa2c3b020af1cc2dc39c720b3193,IP_CIDR_5075a87034598753028e7ecc231f4f13e5e23e33979188cb1fedf5a8442eabad
1,r_asn,IP_27df42084d5c08f5f71c536d9be9ad61d8d1fa2c3b020af1cc2dc39c720b3193,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
1,r_cidr,IP_60cf0a6d44e4b525b92ffa15587c4152624bd0418eb9efbabe9b3ec13e664ccb,IP_CIDR_5075a87034598753028e7ecc231f4f13e5e23e33979188cb1fedf5a8442eabad
1,r_asn,IP_60cf0a6d44e4b525b92ffa15587c4152624bd0418eb9efbabe9b3ec13e664ccb,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
1,r_cidr,IP_3c8330d421595114db124d07e87498857cc0da8d8a3257844b6136e69d907d65,IP_CIDR_5075a87034598753028e7ecc231f4f13e5e23e33979188cb1fedf5a8442eabad
1,r_asn,IP_3c8330d421595114db124d07e87498857cc0da8d8a3257844b6136e69d907d65,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
4,r_dns_a,Domain_9ec34467cf08fa236de7c72b316097ff121089677632cce495cf55e41b6d0aa3,IP_136a30fb09124d6fdade3e3ffbf46c3708f361e40ed011b7f27ade91a5a30f92
4,r_dns_a,Domain_9ec34467cf08fa236de7c72b316097ff121089677632cce495cf55e41b6d0aa3,IP_630ad0b4920bfdc057f7f41929ece3e807e0006d0683d760bdee44b9bcb74e4f
1,r_cidr,IP_d10e91a6e086b7d9466341d9a92507870b0965e1cf53b54d11d3aa6a2f0ed0ac,IP_CIDR_5075a87034598753028e7ecc231f4f13e5e23e33979188cb1fedf5a8442eabad
1,r_asn,IP_d10e91a6e086b7d9466341d9a92507870b0965e1cf53b54d11d3aa6a2f0ed0ac,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
1,r_cidr,IP_0e5fb28a4c35b6d0c8e1ef79bd123bb6f67ecc6aa1813dd4dfafd2545811bd9e,IP_CIDR_d3ab9ac9e55017cb46e3c2ab43fc1ca75b66feafc74362bf6fa4e8c620957f3f
1,r_asn,IP_0e5fb28a4c35b6d0c8e1ef79bd123bb6f67ecc6aa1813dd4dfafd2545811bd9e,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
4,r_dns_a,Domain_c24ea1bae872c6c130de6004abdfd7c0759452725baefb0d7c50bfb629ebddb9,IP_4212df96fd05fb1b6138990bbc4f6c97246f9f16c863094aa6453b2c6d72a05d
4,r_dns_a,Domain_c24ea1bae872c6c130de6004abdfd7c0759452725baefb0d7c50bfb629ebddb9,IP_dd938bb8f5b1a4f2afed83e4be4ad7dd3891e851adac1bc5d8e0ff98e6babd90
4,r_dns_a,Domain_c24ea1bae872c6c130de6004abdfd7c0759452725baefb0d7c50bfb629ebddb9,IP_aadd79b44201b5aa051dd5d38af5c51baed45c630717d43db8a260b274deaedb
3,r_whois_name,Domain_c24ea1bae872c6c130de6004abdfd7c0759452725baefb0d7c50bfb629ebddb9,Whois_Phone_0915b87a390e2e416d84b9755045ca99c612f0bfc0c41ec44afe1f6830c86a0a
4,r_dns_a,Domain_d3dc723875c883da4159a69e6bad8853ae5e477846cc36e54c4b502189a57643,IP_1c44d861d7347b8764e642e5facfdbcee5defd0df939ab82a4b7ea5162f13dae
4,r_dns_a,Domain_d3dc723875c883da4159a69e6bad8853ae5e477846cc36e54c4b502189a57643,IP_cb1599ff775ee3d0e849b13524ace44eb7503e97fb6108bfac0bcb985dd9d646
4,r_dns_a,Domain_034aa4c08a0cff606d04718af1b718d148799cebd610c3400db08f8ac54efb72,IP_7c93966d4e250b06f774f84e24b05dd01d057291d840d9e5c1b3e350c12c42e6
4,r_dns_a,Domain_034aa4c08a0cff606d04718af1b718d148799cebd610c3400db08f8ac54efb72,IP_42e3f76637d2da0c1f9761e92bf9902af1c9ddfcf9cc42097e474302d08ff5e9
4,r_dns_a,Domain_034aa4c08a0cff606d04718af1b718d148799cebd610c3400db08f8ac54efb72,IP_609bbcc1e63b5176162def8dcd4261e4d4365d7e7f63874f296cbc28752ea9df
1,r_cidr,IP_44baab5f807556f3f1b01c77301f1fc1bfd2f059922ddaafca2efa24b81e2994,IP_CIDR_2aa53e826d9906f0104914eb11dc04f44c7b13112781ab3a28ace086ec3bf9c0
1,r_asn,IP_44baab5f807556f3f1b01c77301f1fc1bfd2f059922ddaafca2efa24b81e2994,ASN_bfe47d08b0915207ce5f3b739e2bd60484069a0f0591adf4ca6baf9f5779d27a
4,r_dns_a,Domain_848df9b4bc3c4b6b373dc50429eec83b7e1c0f8bae07b37deaa8a4a8dc716297,IP_7c93966d4e250b06f774f84e24b05dd01d057291d840d9e5c1b3e350c12c42e6
4,r_dns_a,Domain_848df9b4bc3c4b6b373dc50429eec83b7e1c0f8bae07b37deaa8a4a8dc716297,IP_42e3f76637d2da0c1f9761e92bf9902af1c9ddfcf9cc42097e474302d08ff5e9
4,r_dns_a,Domain_848df9b4bc3c4b6b373dc50429eec83b7e1c0f8bae07b37deaa8a4a8dc716297,IP_609bbcc1e63b5176162def8dcd4261e4d4365d7e7f63874f296cbc28752ea9df
4,r_dns_a,Domain_848df9b4bc3c4b6b373dc50429eec83b7e1c0f8bae07b37deaa8a4a8dc716297,IP_69d6d1fde2620a575d853fafb82ab65ffb1a01ae6197e0b11b5f619e9b33d3b8
4,r_dns_a,IP_870ccbf1c06774c59e630c31aa299ce71ed944c3fdb836892a659f165eeb40ed,Domain_b65bc149b9de0790b19a11b21ef132c9a59cb621176c752b4b19691b9f57716d
1,r_asn,IP_870ccbf1c06774c59e630c31aa299ce71ed944c3fdb836892a659f165eeb40ed,ASN_96fb0096ad212330192b8cabc43528af8fe463bcd99a61dcde8a51ea73e648f8
