weight,relation,source,target
4,r_dns_a,IP_ae06015270179300bcd203aac0e62043f03a8791847eab645886e8b09844b193,Domain_27bd94afb4fe30d1f42b557781038aba3896d643909fed8d0032b25c18a8b366
4,r_dns_a,Domain_7071c3641e3a5fd85edc6a937790b00e9530d73fa349ca0b70351000e7f30542,IP_b84a60e8c9e58013a5a98f9b5a33e4b210b3bb2ac3db00c95a628acf0ca907e1
4,r_cert,Domain_7071c3641e3a5fd85edc6a937790b00e9530d73fa349ca0b70351000e7f30542,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_subdomain,Domain_7071c3641e3a5fd85edc6a937790b00e9530d73fa349ca0b70351000e7f30542,Domain_3c05f277f00caf405b071cc7271c4beba4100fc8d2f64a5c0335e69b97728f56
4,r_dns_a,Domain_03d859cae95d95d7659bd5362cec9ef6ecbd4330c3b4aaaa30aec2d83e33e020,IP_8e4dda6e2c0ee77db15131b48107934ce88178f7dc8308634cf5554bd4485f12
4,r_cert,Domain_03d859cae95d95d7659bd5362cec9ef6ecbd4330c3b4aaaa30aec2d83e33e020,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_subdomain,Domain_03d859cae95d95d7659bd5362cec9ef6ecbd4330c3b4aaaa30aec2d83e33e020,Domain_3c05f277f00caf405b071cc7271c4beba4100fc8d2f64a5c0335e69b97728f56
2,r_cname,Domain_fa4e89051b1b223900215ce83133e3c124660fe8ac7fadfd795f6c55c66ae0fb,Domain_9528a9ccf3736c0620ad134ff58a876557731ada7811e6cfde3a01a377fde1b6
4,r_dns_a,Domain_fa4e89051b1b223900215ce83133e3c124660fe8ac7fadfd795f6c55c66ae0fb,IP_c5ade13945d3ca490c5f6c880fc3386e4a804485b833c94e01e9a527083e4026
2,r_cname,Domain_fa5979c43f9717dab840640c5072676a3f7a58332a4c39d0a0f79c6522157b6e,Domain_96e92bf5e91f644c60f67c725ca4bdc7c958bc16a5b6090dfe7bfac8a84c9961
4,r_cert,Domain_fa5979c43f9717dab840640c5072676a3f7a58332a4c39d0a0f79c6522157b6e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_dns_a,Domain_fa5979c43f9717dab840640c5072676a3f7a58332a4c39d0a0f79c6522157b6e,IP_b2f63d8edd94748291792e127fc168ca5c4b5da5b733b52d6dad2fddfe011c46
4,r_subdomain,Domain_fa5979c43f9717dab840640c5072676a3f7a58332a4c39d0a0f79c6522157b6e,Domain_acb4e4c62022d5a64a850bbe854822afed6fd03183eec40649a80f1740e05c63
4,r_cert,Domain_b5631e15a06194e22d434828848a63957578e30b02123a39a99ea491ccf7088e,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_dns_a,Domain_b5631e15a06194e22d434828848a63957578e30b02123a39a99ea491ccf7088e,IP_2f5773eb4ab6a0657d8e4b7508095fa64a0cbcafb5e946269e8a6fa09b112f0d
4,r_dns_a,IP_1ea85830c4df73ce31c73af128e9583723562eae3662e3a2925fb73339bf4858,Domain_26ffeb8091d897f8602814647a48b18f452330f5534c0c9046044cfe4fc7ada5
4,r_dns_a,Domain_12ef5e39ecbfa339d511fe188d0c2187b0aba7af23abf404714d43ee5b8bf4f8,IP_de75aa6515a8599f799858409a0463b0384ddef537437ce8bc56683ca540c99a
4,r_cert,Domain_12ef5e39ecbfa339d511fe188d0c2187b0aba7af23abf404714d43ee5b8bf4f8,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_subdomain,Domain_12ef5e39ecbfa339d511fe188d0c2187b0aba7af23abf404714d43ee5b8bf4f8,Domain_110fb52a3afd8dbd4d2c36688306166f216e5a19362ae554addf7677ee568aea
4,r_dns_a,Domain_60604456a7e3ceae61d29012714e80e1dc018407e5d9702062c6980362794af3,IP_66fa10021a8dde8d8ebf800b461b30d6866d626ffba991e0c0adf9009eea0c61
4,r_cert,Domain_60604456a7e3ceae61d29012714e80e1dc018407e5d9702062c6980362794af3,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_email,Domain_46e2383c3f9cfc5af60d9026208f06df1db751a0853b1bf989c59062f9aa2834,Whois_Email_08052da658838465c212a7aadcdaffcb946c481bc7be0aee51d1dafceba0ee3d
4,r_cert,Domain_46e2383c3f9cfc5af60d9026208f06df1db751a0853b1bf989c59062f9aa2834,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
3,r_whois_phone,Domain_46e2383c3f9cfc5af60d9026208f06df1db751a0853b1bf989c59062f9aa2834,Whois_Phone_edd7e4db502a00418e9ebaa8f78a9b886b028da11b29f0fed2a73e5dce225663
3,r_whois_name,Domain_46e2383c3f9cfc5af60d9026208f06df1db751a0853b1bf989c59062f9aa2834,Whois_Name_cf0eafe60d2e96e10ac8b8c8dc49249be9d0a26a12741b14ed95266b79c3a8fc
4,r_dns_a,Domain_46e2383c3f9cfc5af60d9026208f06df1db751a0853b1bf989c59062f9aa2834,IP_37214455cf5b4dd5bdaca117e0a0c0d67c602994b3af3a21e3cd2e3d7ff49998
4,r_dns_a,Domain_4e6efcddbb79db1b5297cb3d36a72e74e267349929d0f87bf625c1aa0714fba7,IP_c1e2b3a161286e097ea5c015a6c77a209899ac4a942a6b9f97dfdadb491dc2e9
4,r_cert,Domain_4e6efcddbb79db1b5297cb3d36a72e74e267349929d0f87bf625c1aa0714fba7,Cert_fe794a69eacd63b21245bf4eda826222fc6c5862bebf77aa05459cb308cfd063
4,r_subdomain,Domain_4e6efcddbb79db1b5297cb3d36a72e74e267349929d0f87bf625c1aa0714fba7,Domain_559e0ea5b3a75a355a974c5578a2e6cdfb682500d8f5ac9a3bee9a273b767092
